slot_id,timestamp,date,price_buy_yuan_per_kwh,p1_grid_import_kw,bl_grid_import_kw,p1_ess_net_kw,bl_ess_net_kw,p1_ev_net_kw,bl_ev_net_kw,p1_building_net_kw,bl_building_net_kw,p1_pv_curtail_kw,bl_pv_curtail_kw
599,2025-07-20 05:30:00,2025-07-20,0.4,791.2,327.6,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
600,2025-07-20 05:45:00,2025-07-20,0.4,787.6,324.1,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
601,2025-07-20 06:00:00,2025-07-20,0.4,775.1,311.6,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
602,2025-07-20 06:15:00,2025-07-20,0.4,765.2,301.6,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
603,2025-07-20 06:30:00,2025-07-20,0.4,751.3,287.79999999999995,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
604,2025-07-20 06:45:00,2025-07-20,0.4,730.8,267.29999999999995,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
605,2025-07-20 07:00:00,2025-07-20,0.4,721.8,258.29999999999995,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
606,2025-07-20 07:15:00,2025-07-20,0.4,711.7,248.3,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
607,2025-07-20 07:30:00,2025-07-20,0.4,535.80526,230.2,-142.10526,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
608,2025-07-20 07:45:00,2025-07-20,0.4,680.1,216.6,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
609,2025-07-20 08:00:00,2025-07-20,0.62,270.6,245.1,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
610,2025-07-20 08:15:00,2025-07-20,0.62,255.1,229.6,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
611,2025-07-20 08:30:00,2025-07-20,0.62,254.6,229.2,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
612,2025-07-20 08:45:00,2025-07-20,0.62,236.3,217.9,0.0,0.0,0.0,-7.0,-25.5,0.0,0.0,0.0
613,2025-07-20 09:00:00,2025-07-20,0.62,213.2,194.7,0.0,0.0,0.0,-7.0,-25.5,0.0,0.0,0.0
614,2025-07-20 09:15:00,2025-07-20,0.62,220.7,202.2,0.0,0.0,0.0,-7.0,-25.5,0.0,0.0,0.0
615,2025-07-20 09:30:00,2025-07-20,0.62,209.7,191.2,0.0,0.0,0.0,-7.0,-25.5,0.0,0.0,0.0
616,2025-07-20 09:45:00,2025-07-20,0.62,200.9,182.3,0.0,0.0,0.0,-7.0,-25.5,0.0,0.0,0.0
617,2025-07-20 10:00:00,2025-07-20,0.62,188.7,170.2,0.0,0.0,0.0,-7.0,-25.5,0.0,0.0,0.0
618,2025-07-20 10:15:00,2025-07-20,0.62,199.0,180.6,0.0,0.0,-7.0,-14.0,-25.5,0.0,0.0,0.0
619,2025-07-20 10:30:00,2025-07-20,0.62,174.0,155.5,0.0,0.0,-7.0,-14.0,-25.5,0.0,0.0,0.0
620,2025-07-20 10:45:00,2025-07-20,0.62,175.96316,162.20000000000005,0.0,0.0,-9.2631579,-21.0,-25.5,0.0,0.0,0.0
621,2025-07-20 11:00:00,2025-07-20,0.62,188.6,181.2,0.0,0.0,-14.0,-32.0,-25.5,0.0,0.0,0.0
622,2025-07-20 11:15:00,2025-07-20,0.62,166.1,183.9043478260869,0.0,0.0,-7.0,-50.30434782608695,-25.5,0.0,0.0,0.0
623,2025-07-20 11:30:00,2025-07-20,0.62,166.5,170.0,0.0,0.0,-18.0,-47.0,-25.5,0.0,0.0,0.0
624,2025-07-20 11:45:00,2025-07-20,0.62,178.71579,179.89999999999998,0.0,0.0,-20.3157895,-47.0,-25.5,0.0,0.0,0.0
625,2025-07-20 12:00:00,2025-07-20,0.62,191.5,195.0,0.0,0.0,-29.0,-58.0,-25.5,0.0,0.0,0.0
626,2025-07-20 12:15:00,2025-07-20,0.62,200.33158,190.1,0.0,0.0,-35.6315789,-51.0,-25.5,0.0,0.0,0.0
627,2025-07-20 12:30:00,2025-07-20,0.62,217.8,203.30000000000007,0.0,0.0,-40.0,-51.0,-25.5,0.0,0.0,0.0
628,2025-07-20 12:45:00,2025-07-20,0.62,194.6,191.20000000000005,0.0,0.0,-29.0,-51.0,-25.5,0.0,0.0,0.0
629,2025-07-20 13:00:00,2025-07-20,0.62,219.6,202.3913043478261,0.0,0.0,-40.0,-48.39130434782608,-25.5,0.0,0.0,0.0
630,2025-07-20 13:15:00,2025-07-20,0.62,195.9,184.1391304347825,0.0,0.0,-22.0,-35.73913043478256,-25.5,0.0,0.0,0.0
631,2025-07-20 13:30:00,2025-07-20,0.62,252.6,214.3608695652174,0.0,0.0,-44.0,-31.26086956521737,-25.5,0.0,0.0,0.0
632,2025-07-20 13:45:00,2025-07-20,0.62,258.3,210.3347826086956,0.0,0.0,-44.0,-21.434782608695613,-25.5,0.0,0.0,0.0
633,2025-07-20 14:00:00,2025-07-20,0.62,262.7,204.2,0.0,0.0,-44.0,-11.0,-25.5,0.0,0.0,0.0
634,2025-07-20 14:15:00,2025-07-20,0.62,268.0,209.50000000000009,0.0,0.0,-44.0,-11.0,-25.5,0.0,0.0,0.0
635,2025-07-20 14:30:00,2025-07-20,0.62,286.32632,228.40000000000003,0.0,0.0,-43.526316,-11.0,-25.5,0.0,0.0,0.0
636,2025-07-20 14:45:00,2025-07-20,0.62,278.3,223.71304347826072,0.0,0.0,-32.0,-2.913043478260815,-25.5,0.0,0.0,0.0
637,2025-07-20 15:00:00,2025-07-20,0.62,277.74211,246.40000000000003,0.0,0.0,-5.8421053,0.0,-25.5,0.0,0.0,0.0
638,2025-07-20 15:15:00,2025-07-20,0.62,284.0,258.40000000000003,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
639,2025-07-20 15:30:00,2025-07-20,0.62,306.6,281.1,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
640,2025-07-20 15:45:00,2025-07-20,0.62,312.7,287.20000000000005,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
641,2025-07-20 16:00:00,2025-07-20,0.62,326.8,301.3,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
642,2025-07-20 16:15:00,2025-07-20,0.62,342.6,317.1,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
643,2025-07-20 16:30:00,2025-07-20,0.62,364.7,339.20000000000005,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
644,2025-07-20 16:45:00,2025-07-20,0.62,391.7,366.1,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
645,2025-07-20 17:00:00,2025-07-20,0.62,399.9,374.4,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
646,2025-07-20 17:15:00,2025-07-20,0.62,405.0,379.5,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
647,2025-07-20 17:30:00,2025-07-20,0.62,407.0,381.4,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
648,2025-07-20 17:45:00,2025-07-20,0.62,427.7,402.2000000000001,0.0,0.0,0.0,0.0,-25.5,0.0,0.0,0.0
649,2025-07-20 18:00:00,2025-07-20,0.78,14.4,384.9,300.0,0.0,0.0,0.0,70.5,0.0,0.0,0.0
650,2025-07-20 18:15:00,2025-07-20,0.78,31.464,402.5,300.0,0.0,0.0,0.0,71.036,0.0,0.0,0.0
651,2025-07-20 18:30:00,2025-07-20,0.78,30.3,398.5,300.0,0.0,0.0,0.0,68.2,0.0,0.0,0.0
652,2025-07-20 18:45:00,2025-07-20,0.78,37.712,404.1,300.0,0.0,0.0,0.0,66.388,0.0,0.0,0.0
653,2025-07-20 19:00:00,2025-07-20,0.78,58.516,427.6,300.0,0.0,0.0,0.0,69.084,0.0,0.0,0.0
654,2025-07-20 19:15:00,2025-07-20,0.78,50.812,418.5,300.0,0.0,0.0,0.0,67.78800000000001,0.0,0.0,0.0
655,2025-07-20 19:30:00,2025-07-20,0.78,46.154,413.3,300.0,0.0,0.0,0.0,67.04599999999999,0.0,0.0,0.0
656,2025-07-20 19:45:00,2025-07-20,0.78,46.176,413.5,300.0,0.0,0.0,0.0,67.324,0.0,0.0,0.0
657,2025-07-20 20:00:00,2025-07-20,0.78,40.352,404.8,300.0,0.0,0.0,0.0,64.44800000000001,0.0,0.0,0.0
658,2025-07-20 20:15:00,2025-07-20,0.78,28.99,391.4,300.0,0.0,0.0,0.0,62.41,0.0,0.0,0.0
659,2025-07-20 20:30:00,2025-07-20,0.78,36.41,399.9,300.0,0.0,0.0,0.0,63.49,0.0,0.0,0.0
660,2025-07-20 20:45:00,2025-07-20,0.78,19.806,381.0,300.0,0.0,0.0,0.0,61.194,0.0,0.0,0.0
661,2025-07-20 21:00:00,2025-07-20,0.55,524.4,361.0,0.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
662,2025-07-20 21:15:00,2025-07-20,0.55,508.6,345.1,0.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
663,2025-07-20 21:30:00,2025-07-20,0.55,521.5,358.0,0.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
664,2025-07-20 21:45:00,2025-07-20,0.55,519.3,355.7,0.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
665,2025-07-20 22:00:00,2025-07-20,0.55,497.8,334.2,0.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
666,2025-07-20 22:15:00,2025-07-20,0.55,784.3,320.8,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
667,2025-07-20 22:30:00,2025-07-20,0.55,784.9,321.5,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
668,2025-07-20 22:45:00,2025-07-20,0.55,787.8,324.4,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
669,2025-07-20 23:00:00,2025-07-20,0.55,772.6,309.1,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
670,2025-07-20 23:15:00,2025-07-20,0.55,778.1,314.7,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
671,2025-07-20 23:30:00,2025-07-20,0.55,783.5,319.9,-300.0,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
672,2025-07-20 23:45:00,2025-07-20,0.55,650.36704,319.0,-167.86704,0.0,0.0,0.0,-163.5,0.0,0.0,0.0
